filename,totalBBs,averageInstPerBB,totalDynInstCount,dynIntALUCount,dynFpALUCount,dynMemCount,dynBranchCount,dynOtherCount,totalStaticInstCount,staticIntALUCont,staticFpALUCount,staticMemCount,staticBranchCount,staticOtherCount,dynStatIntALU,dynStatFpALU,dynStatMem,dynStatBranch,dynStatOther,biasBranch,unbiasBranch,loopCount,averageBBPerLoop,loopTotalStaticInstCount,averageLoopIntALU,averageLoopFpALU,averageLoopMem,averageLoopBranch,averageLoopOther,recursiveCount
00036.c,8.0,4.375,29.0,7.0,0.0,17.0,3.0,1.0,35.0,7.0,0.0,20.0,3.0,1.0,0.829,1.0,0.0,0.85,1.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00037.c,4.0,5.25,19.0,1.0,0.0,15.0,1.0,1.0,21.0,1.0,0.0,16.0,1.0,1.0,0.905,1.0,0.0,0.938,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00038.c,1.0,5.0,5.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00039.c,4.0,4.0,14.0,1.0,0.0,10.0,1.0,1.0,16.0,1.0,0.0,11.0,1.0,1.0,0.875,1.0,0.0,0.909,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00040.c,31.0,7.7421612903225805,912726859.0,333313597.0,0.0,402818660.0,45693556.0,98279552.0,240.0,67.0,0.0,122.0,10.0,23.0,5985486.745,6657673.132,0.0,5295338.044,9273155.0,6754502.267,61231461.0,17083589.0,109.37758049552703,195.0,51.29460021544653,0,68.20642524237735,10.964730010772326,13.823650053861632,1.0
00041.c,14.0,3.714,3554175.0,1166691.0,0.0,1660488.0,471408.0,1.0,52.0,10.0,0.0,28.0,5.0,1.0,68349.519,116669.1,0.0,59303.143,94281.6,1.0,726995.0,0.0,0,34.0,0,0,0,0,0,0.0
00042.c,5.0,3.4,15.0,2.0,0.0,9.0,2.0,1.0,17.0,2.0,0.0,10.0,2.0,1.0,0.882,1.0,0.0,0.9,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0
00043.c,4.0,7.25,27.0,3.0,0.0,21.0,1.0,1.0,29.0,3.0,0.0,22.0,1.0,1.0,0.931,1.0,0.0,0.955,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00044.c,4.0,3.75,13.0,1.0,0.0,9.0,1.0,1.0,15.0,1.0,0.0,10.0,1.0,1.0,0.867,1.0,0.0,0.9,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00045.c,8.0,2.75,16.0,3.0,0.0,8.0,3.0,1.0,22.0,3.0,0.0,11.0,3.0,1.0,0.727,1.0,0.0,0.727,1.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00046.c,11.0,4.455,37.0,4.0,0.0,27.0,4.0,1.0,49.0,5.0,0.0,33.0,5.0,1.0,0.755,0.8,0.0,0.818,0.8,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0.0
00047.c,8.0,2.625,15.0,3.0,0.0,7.0,3.0,1.0,21.0,3.0,0.0,10.0,3.0,1.0,0.714,1.0,0.0,0.7,1.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00048.c,6.0,2.667,12.0,2.0,0.0,6.0,2.0,1.0,16.0,2.0,0.0,8.0,2.0,1.0,0.75,1.0,0.0,0.75,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0
00049.c,6.0,2.833,13.0,2.0,0.0,7.0,2.0,1.0,17.0,2.0,0.0,9.0,2.0,1.0,0.765,1.0,0.0,0.778,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0
00050.c,13.0,2.615,24.0,6.0,0.0,10.0,6.0,1.0,34.0,6.0,0.0,15.0,6.0,1.0,0.706,1.0,0.0,0.667,1.0,1.0,7.0,0.0,0,0.0,0,0,0,0,0,0.0
00051.c,17.0,2.0,21.0,0.0,0.0,11.0,6.0,1.0,34.0,0.0,0.0,17.0,6.0,1.0,0.618,0.0,0.0,0.647,1.0,1.0,9.0,0.0,0,0.0,0,0,0,0,0,0.0
00052.c,1.0,8.0,8.0,0.0,0.0,7.0,0.0,1.0,8.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00053.c,4.0,5.25,19.0,2.0,0.0,14.0,1.0,1.0,21.0,2.0,0.0,15.0,1.0,1.0,0.905,1.0,0.0,0.933,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00054.c,1.0,6.0,6.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00055.c,1.0,6.0,6.0,0.0,0.0,5.0,0.0,1.0,6.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00056.c,1.0,18.0,18.0,0.0,0.0,14.0,0.0,4.0,18.0,0.0,0.0,14.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00057.c,1.0,5.0,5.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00058.c,16.0,4.0,50.0,7.0,0.0,27.0,7.0,8.0,64.0,7.0,0.0,34.0,7.0,8.0,0.781,1.0,0.0,0.794,1.0,1.0,8.0,0.0,0,0.0,0,0,0,0,0,0.0
00059.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00060.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00061.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00062.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00063.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00064.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00065.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00066.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00067.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00068.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00069.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00070.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00071.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00072.c,4.0,5.25,19.0,1.0,0.0,15.0,1.0,1.0,21.0,1.0,0.0,16.0,1.0,1.0,0.905,1.0,0.0,0.938,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00073.c,4.0,5.25,19.0,1.0,0.0,15.0,1.0,1.0,21.0,1.0,0.0,16.0,1.0,1.0,0.905,1.0,0.0,0.938,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00074.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00075.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00076.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00077.c,9.0,4.888888888888889,38.0,3.0,0.0,28.0,3.0,3.0,44.0,3.0,0.0,31.0,3.0,3.0,1.833,1.0,0.0,1.88,1.0,2.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00078.c,5.0,4.2,19.0,2.0,0.0,11.0,1.0,4.0,21.0,2.0,0.0,12.0,1.0,4.0,1.857,2.0,0.0,1.875,1.0,2.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00079.c,4.0,4.25,15.0,2.0,0.0,10.0,1.0,1.0,17.0,2.0,0.0,11.0,1.0,1.0,0.882,1.0,0.0,0.909,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00080.c,2.0,2.5,5.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00081.c,4.0,4.0,14.0,2.0,0.0,9.0,1.0,1.0,16.0,2.0,0.0,10.0,1.0,1.0,0.875,1.0,0.0,0.9,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00082.c,4.0,4.0,14.0,2.0,0.0,9.0,1.0,1.0,16.0,2.0,0.0,10.0,1.0,1.0,0.875,1.0,0.0,0.9,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00083.c,26.0,3.0000769230769233,60.0,9.0,0.0,31.0,9.0,7.0,78.0,9.0,0.0,40.0,9.0,7.0,3.105,4.0,0.0,3.0459999999999994,4.0,4.0,13.0,0.0,0,0.0,0,0,0,0,0,0.0
00084.c,29.0,2.896620689655172,64.0,10.0,0.0,31.0,10.0,9.0,84.0,10.0,0.0,41.0,10.0,9.0,4.083,4.0,0.0,2.9749999999999996,4.0,5.0,14.0,0.0,0,0.0,0,0,0,0,0,0.0
00085.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00086.c,4.0,4.75,17.0,2.0,0.0,9.0,1.0,4.0,19.0,2.0,0.0,10.0,1.0,4.0,0.895,1.0,0.0,0.9,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00087.c,2.0,5.0,10.0,0.0,0.0,7.0,0.0,3.0,10.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00088.c,4.0,2.75,9.0,1.0,0.0,5.0,1.0,1.0,11.0,1.0,0.0,6.0,1.0,1.0,0.818,1.0,0.0,0.833,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00089.c,4.0,2.75,11.0,0.0,0.0,4.0,0.0,7.0,11.0,0.0,0.0,4.0,0.0,7.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00090.c,8.0,2.625,15.0,3.0,0.0,7.0,3.0,1.0,21.0,3.0,0.0,10.0,3.0,1.0,0.714,1.0,0.0,0.7,1.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00092.c,10.0,2.6,18.0,4.0,0.0,8.0,4.0,1.0,26.0,4.0,0.0,12.0,4.0,1.0,0.692,1.0,0.0,0.667,1.0,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0.0
00093.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00094.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00095.c,5.0,2.8,11.0,1.0,0.0,7.0,1.0,1.0,14.0,1.0,0.0,8.0,1.0,2.0,0.846,1.0,0.0,0.875,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00096.c,4.0,3.25,11.0,1.0,0.0,7.0,1.0,1.0,13.0,1.0,0.0,8.0,1.0,1.0,0.846,1.0,0.0,0.875,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00097.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00098.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00099.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00100.c,2.0,2.5,5.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00101.c,3.0,2.667,8.0,0.0,0.0,5.0,0.0,1.0,8.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00102.c,4.0,3.5,12.0,2.0,0.0,7.0,1.0,1.0,14.0,2.0,0.0,8.0,1.0,1.0,0.857,1.0,0.0,0.875,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00103.c,1.0,12.0,12.0,0.0,0.0,11.0,0.0,1.0,12.0,0.0,0.0,11.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00104.c,6.0,4.5,23.0,4.0,0.0,14.0,2.0,2.0,27.0,4.0,0.0,16.0,2.0,2.0,0.852,1.0,0.0,0.875,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0
00105.c,7.0,2.571,119.0,31.0,0.0,45.0,21.0,1.0,18.0,3.0,0.0,8.0,2.0,1.0,6.611,10.333,0.0,5.625,10.5,1.0,42.0,0.0,0,12.0,0,0,0,0,0,0.0
00106.c,1.0,7.0,7.0,0.0,0.0,6.0,0.0,1.0,7.0,0.0,0.0,6.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00107.c,1.0,5.0,5.0,1.0,0.0,3.0,0.0,1.0,5.0,1.0,0.0,3.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00108.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00109.c,12.0,2.167,19.0,2.0,0.0,10.0,4.0,1.0,26.0,2.0,0.0,12.0,6.0,1.0,0.731,1.0,0.0,0.833,0.667,1.0,6.0,0.0,0,0.0,0,0,0,0,0,0.0
00110.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00111.c,1.0,15.0,15.0,1.0,0.0,10.0,0.0,4.0,15.0,1.0,0.0,10.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00112.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00113.c,1.0,15.0,15.0,1.0,1.0,9.0,0.0,4.0,15.0,1.0,1.0,9.0,0.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00114.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00115.c,10.0,3.0,22.0,4.0,0.0,8.0,4.0,5.0,30.0,4.0,0.0,12.0,4.0,5.0,0.733,1.0,0.0,0.667,1.0,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0.0
00116.c,2.0,4.0,8.0,0.0,0.0,5.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00117.c,1.0,7.0,7.0,0.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00118.c,1.0,7.0,7.0,0.0,0.0,5.0,0.0,2.0,7.0,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00119.c,1.0,6.0,6.0,0.0,1.0,3.0,0.0,2.0,6.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00120.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00121.c,3.0,4.666666666666667,14.0,1.0,0.0,8.0,0.0,5.0,14.0,1.0,0.0,8.0,0.0,5.0,3.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00122.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00123.c,1.0,6.0,6.0,0.0,1.0,3.0,0.0,2.0,6.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00124.c,6.0,5.166666666666667,29.0,2.0,0.0,20.0,1.0,5.0,31.0,2.0,0.0,21.0,1.0,5.0,2.867,2.0,0.0,2.9,1.0,3.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00125.c,1.0,4.0,4.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00126.c,4.0,7.25,27.0,7.0,0.0,15.0,1.0,3.0,29.0,7.0,0.0,16.0,1.0,3.0,0.931,1.0,0.0,0.938,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00127.c,4.0,2.75,9.0,1.0,0.0,5.0,1.0,1.0,11.0,1.0,0.0,6.0,1.0,1.0,0.818,1.0,0.0,0.833,1.0,1.0,2.0,0.0,0,0.0,0,0,0,0,0,0.0
00128.c,1.0,311.0,311.0,0.0,0.0,222.0,0.0,89.0,311.0,0.0,0.0,222.0,0.0,89.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00129.c,2.0,3.0,6.0,0.0,0.0,4.0,0.0,1.0,6.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0,0.0,0,0,0,0,0,0.0
00130.c,10.0,5.0,42.0,4.0,0.0,29.0,4.0,4.0,50.0,4.0,0.0,33.0,4.0,4.0,0.84,1.0,0.0,0.879,1.0,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0.0
00131.c,1.0,8.0,8.0,0.0,0.0,2.0,0.0,6.0,8.0,0.0,0.0,2.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00132.c,5.0,4.0,123.0,23.0,0.0,49.0,12.0,16.0,20.0,2.0,0.0,8.0,1.0,6.0,6.15,11.5,0.0,6.125,12.0,2.667,35.0,0.0,0,10.0,0,0,0,0,0,0.0
00133.c,1.0,21.0,21.0,0.0,0.0,20.0,0.0,1.0,21.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00134.c,1.0,21.0,21.0,0.0,0.0,20.0,0.0,1.0,21.0,0.0,0.0,20.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00135.c,1.0,19.0,19.0,0.0,0.0,18.0,0.0,1.0,19.0,0.0,0.0,18.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00136.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00137.c,1.0,11.0,11.0,1.0,0.0,6.0,0.0,4.0,11.0,1.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00138.c,1.0,12.0,12.0,1.0,0.0,7.0,0.0,4.0,12.0,1.0,0.0,7.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00139.c,1.0,7.0,7.0,1.0,0.0,5.0,0.0,1.0,7.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00140.c,5.0,6.6,52.0,4.0,0.0,39.0,2.0,5.0,33.0,2.0,0.0,24.0,1.0,4.0,2.826,2.0,0.0,2.8819999999999997,2.0,3.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00141.c,1.0,14.0,14.0,2.0,0.0,11.0,0.0,1.0,14.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00142.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00143.c,24.0,6.125,1893.0,210.0,0.0,1085.0,125.0,274.0,147.0,10.0,0.0,106.0,5.0,8.0,12.878,21.0,0.0,10.236,25.0,34.25,319.0,5.0,23.5,38.0,2.5,0,9.5,3.5,3.5,0.0
00144.c,13.0,4.692,55.0,8.0,0.0,24.0,4.0,15.0,61.0,8.0,0.0,26.0,4.0,15.0,0.902,1.0,0.0,0.923,1.0,1.0,8.0,0.0,0,0.0,0,0,0,0,0,0.0
00145.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00146.c,6.0,2.667,12.0,2.0,0.0,6.0,2.0,1.0,16.0,2.0,0.0,8.0,2.0,1.0,0.75,1.0,0.0,0.75,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0
00147.c,8.0,2.625,15.0,3.0,0.0,7.0,3.0,1.0,21.0,3.0,0.0,10.0,3.0,1.0,0.714,1.0,0.0,0.7,1.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0
00148.c,10.0,2.6,18.0,4.0,0.0,8.0,4.0,1.0,26.0,4.0,0.0,12.0,4.0,1.0,0.692,1.0,0.0,0.667,1.0,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0.0
00149.c,6.0,3.333,16.0,2.0,0.0,10.0,2.0,1.0,20.0,2.0,0.0,12.0,2.0,1.0,0.8,1.0,0.0,0.833,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0
00150.c,14.0,4.0,44.0,6.0,0.0,30.0,6.0,1.0,56.0,6.0,0.0,36.0,6.0,1.0,0.786,1.0,0.0,0.833,1.0,1.0,7.0,0.0,0,0.0,0,0,0,0,0,0.0
00151.c,1.0,8.0,8.0,2.0,0.0,4.0,0.0,2.0,8.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00152.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00153.c,1.0,8.0,8.0,0.0,0.0,7.0,0.0,1.0,8.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00154.c,1.0,43.0,43.0,0.0,0.0,36.0,0.0,7.0,43.0,0.0,0.0,36.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00155.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0
00156.c,5.0,3.2,109.0,21.0,0.0,45.0,11.0,11.0,16.0,2.0,0.0,8.0,1.0,2.0,6.812,10.5,0.0,5.625,11.0,5.5,32.0,0.0,0,10.0,0,0,0,0,0,0.0
