filename,totalBBs,averageInstPerBB,totalDynInstCount,dynIntALUCount,dynFpALUCount,dynMemCount,dynBranchCount,dynOtherCount,totalStaticInstCount,staticIntALUCont,staticFpALUCount,staticMemCount,staticBranchCount,staticOtherCount,dynStatIntALU,dynStatFpALU,dynStatMem,dynStatBranch,dynStatOther,biasBranch,unbiasBranch,loopCount,averageBBPerLoop,loopTotalStaticInstCount,averageLoopIntALU,averageLoopFpALU,averageLoopMem,averageLoopBranch,averageLoopOther,recursiveCount,numNestedLoops,numOuterNestedLoops,averageLoopDepth,averageOuterLoopDef,deepestDepth,Best 1 Times,Best 1 Opt Passes
00136.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006246417760848999,107
00137.c,1.0,11.0,11.0,1.0,0.0,6.0,0.0,4.0,11.0,1.0,0.0,6.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000531904399394989,119
00138.c,1.0,12.0,12.0,1.0,0.0,7.0,0.0,4.0,12.0,1.0,0.0,7.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006040595471858978,97
00139.c,1.0,7.0,7.0,1.0,0.0,5.0,0.0,1.0,7.0,1.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005143880844116211,115
00140.c,5.0,6.6,52.0,4.0,0.0,39.0,2.0,5.0,33.0,2.0,0.0,24.0,1.0,4.0,2.826,2.0,0.0,2.8819999999999997,2.0,3.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005726292729377747,103
00141.c,1.0,14.0,14.0,2.0,0.0,11.0,0.0,1.0,14.0,2.0,0.0,11.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000597834587097168,107
00142.c,1.0,4.0,4.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000540710985660553,111
00143.c,24.0,6.125,1893.0,210.0,0.0,1085.0,125.0,274.0,147.0,10.0,0.0,106.0,5.0,8.0,12.878,21.0,0.0,10.236,25.0,34.25,319.0,5.0,23.5,38.0,2.5,0,9.5,3.5,3.5,0.0,0.0,2.0,1.0,1.0,1.0,0.0005416199564933777,6
00144.c,13.0,4.692,55.0,8.0,0.0,24.0,4.0,15.0,61.0,8.0,0.0,26.0,4.0,15.0,0.902,1.0,0.0,0.923,1.0,1.0,8.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005652271211147308,103
00145.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000551171600818634,108
00146.c,6.0,2.667,12.0,2.0,0.0,6.0,2.0,1.0,16.0,2.0,0.0,8.0,2.0,1.0,0.75,1.0,0.0,0.75,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005647055804729462,119
00147.c,8.0,2.625,15.0,3.0,0.0,7.0,3.0,1.0,21.0,3.0,0.0,10.0,3.0,1.0,0.714,1.0,0.0,0.7,1.0,1.0,4.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005863085389137268,119
00148.c,10.0,2.6,18.0,4.0,0.0,8.0,4.0,1.0,26.0,4.0,0.0,12.0,4.0,1.0,0.692,1.0,0.0,0.667,1.0,1.0,5.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000602472573518753,115
00149.c,6.0,3.333,16.0,2.0,0.0,10.0,2.0,1.0,20.0,2.0,0.0,12.0,2.0,1.0,0.8,1.0,0.0,0.833,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005205310881137848,112
00150.c,14.0,4.0,44.0,6.0,0.0,30.0,6.0,1.0,56.0,6.0,0.0,36.0,6.0,1.0,0.786,1.0,0.0,0.833,1.0,1.0,7.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005871206521987915,105
00151.c,1.0,8.0,8.0,2.0,0.0,4.0,0.0,2.0,8.0,2.0,0.0,4.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005689449608325958,103
00152.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005481354892253876,114
00153.c,1.0,8.0,8.0,0.0,0.0,7.0,0.0,1.0,8.0,0.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005540028214454651,14
00154.c,1.0,43.0,43.0,0.0,0.0,36.0,0.0,7.0,43.0,0.0,0.0,36.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006258524954319,111
00155.c,1.0,3.0,3.0,0.0,0.0,2.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005933567881584167,119
00156.c,5.0,3.2,109.0,21.0,0.0,45.0,11.0,11.0,16.0,2.0,0.0,8.0,1.0,2.0,6.812,10.5,0.0,5.625,11.0,5.5,32.0,0.0,0,10.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006204284727573395,107
00157.c,9.0,4.222,305.0,62.0,0.0,148.0,22.0,31.0,38.0,6.0,0.0,20.0,2.0,4.0,8.026,10.333,0.0,7.4,11.0,7.75,64.0,0.0,0,29.0,0,0,0,0,0,0.0,0.0,2.0,1.0,1.0,1.0,0.0005741752684116364,104
00158.c,9.0,2.667,65.0,9.0,0.0,25.0,9.0,9.0,24.0,2.0,0.0,9.0,2.0,5.0,2.708,4.5,0.0,2.778,4.5,1.8,13.0,9.0,17.0,18.0,2.0,0,5.0,7.0,4.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006393454968929291,111
00159.c,5.0,4.8,28.0,2.0,0.0,13.0,0.0,13.0,24.0,1.0,0.0,9.0,0.0,14.0,5.0,2.0,0.0,4.0,0.0,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005927681922912598,112
00160.c,4.0,6.0,167.0,23.0,0.0,108.0,12.0,12.0,24.0,2.0,0.0,17.0,1.0,2.0,6.958,11.5,0.0,6.353,12.0,6.0,24.0,0.0,0,14.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006483383476734161,111
00161.c,4.0,6.0,164.0,22.0,0.0,107.0,11.0,12.0,24.0,2.0,0.0,17.0,1.0,2.0,6.833,11.0,0.0,6.294,11.0,6.0,23.0,0.0,0,14.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006529241800308228,119
00162.c,2.0,4.5,3.0,0.0,0.0,2.0,0.0,1.0,9.0,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005283020436763763,48
00163.c,1.0,38.0,38.0,0.0,0.0,29.0,0.0,9.0,38.0,0.0,0.0,29.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006291531026363373,98
00164.c,19.0,7.579000000000001,135.0,29.0,0.0,57.0,8.0,34.0,144.0,32.0,0.0,60.0,10.0,34.0,0.938,0.906,0.0,0.95,0.8,1.0,15.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006268173456192017,107
00165.c,1.0,5.0,5.0,0.0,0.0,2.0,0.0,3.0,5.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005707070231437683,114
00166.c,1.0,19.0,19.0,0.0,0.0,14.0,0.0,5.0,19.0,0.0,0.0,14.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006437934935092926,113
00167.c,7.0,3.0,17.0,2.0,0.0,8.0,2.0,3.0,21.0,2.0,0.0,8.0,2.0,5.0,0.81,1.0,0.0,1.0,1.0,0.6,4.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000620625913143158,119
00168.c,9.0,3.888888888888889,904.0,166.0,0.0,475.0,66.0,121.0,35.0,5.0,0.0,18.0,2.0,5.0,50.611,58.833,0.0,48.625,66.0,57.0,142.0,0.0,0,11.0,0,0,0,0,0,1.0,0.0,1.0,1.0,1.0,1.0,0.0006262920796871185,119
00169.c,13.0,3.077,331.0,61.0,0.0,155.0,35.0,19.0,40.0,6.0,0.0,20.0,3.0,2.0,8.275,10.167,0.0,7.75,11.667,9.5,61.0,35.0,111.0,32.0,6.0,0,14.0,11.0,1.0,0.0,2.0,1.0,2.0,3.0,3.0,0.0006314478814601898,107
00170.c,4.0,6.75,20.0,0.0,0.0,13.0,0.0,7.0,27.0,0.0,0.0,18.0,0.0,9.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006353296339511871,114
00171.c,7.0,3.714,22.0,2.0,0.0,12.0,2.0,4.0,26.0,2.0,0.0,12.0,2.0,6.0,0.846,1.0,0.0,1.0,1.0,0.667,4.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000628150999546051,119
00172.c,1.0,39.0,39.0,4.0,0.0,24.0,0.0,11.0,39.0,4.0,0.0,24.0,0.0,11.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006288029253482819,100
00173.c,8.0,8.125,199.0,12.0,0.0,126.0,12.0,32.0,65.0,2.0,0.0,46.0,2.0,10.0,3.062,6.0,0.0,2.739,6.0,3.2,29.0,0.0,0,31.0,0,0,0,0,0,0.0,0.0,2.0,1.0,1.0,1.0,0.0005421191453933716,117
00174.c,1.0,57.0,57.0,0.0,4.0,23.0,0.0,30.0,57.0,0.0,4.0,23.0,0.0,30.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006060637533664703,119
00175.c,4.0,13.5,88.0,0.0,0.0,47.0,0.0,41.0,54.0,0.0,0.0,29.0,0.0,25.0,10.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006403997540473938,119
00176.c,21.0,7.238238095238096,3566.0,310.0,0.0,2320.0,170.0,530.0,152.0,11.0,0.0,101.0,5.0,23.0,107.48599999999999,81.417,0.0,102.301,96.5,99.583,332.0,74.0,10.337837837837839,49.0,2.7567567567567566,0,8.27027027027027,3.445945945945946,1.3783783783783783,2.0,0.0,3.0,1.0,1.0,1.0,0.0006478019058704376,119
00177.c,1.0,11.0,11.0,0.0,0.0,2.0,0.0,9.0,11.0,0.0,0.0,2.0,0.0,9.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006177611649036407,111
00178.c,1.0,10.0,10.0,0.0,0.0,5.0,0.0,5.0,10.0,0.0,0.0,5.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005503110587596893,67
00179.c,1.0,89.0,89.0,11.0,0.0,28.0,0.0,50.0,89.0,11.0,0.0,28.0,0.0,50.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005494914948940277,116
00180.c,1.0,8.0,8.0,0.0,0.0,5.0,0.0,3.0,8.0,0.0,0.0,5.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005882829427719116,115
00181.c,41.0,5.0244634146341465,5379.0,797.0,0.0,2570.0,482.0,859.0,206.0,24.0,0.0,107.0,11.0,38.0,96.48299999999999,123.304,0.0,96.623,152.5,75.914,780.0,373.0,28.37533512064343,109.0,2.225187667560322,0,6.064329758713137,3.1715817694369974,1.8793565683646112,2.0,0.0,8.0,1.0,1.0,1.0,0.0005941763520240784,107
00182.c,83.0,3.3491807228915658,1167.0,85.0,0.0,780.0,88.0,83.0,278.0,15.0,0.0,168.0,12.0,17.0,17.442999999999998,5.667,0.0,20.122,28.8,27.364,170.0,49.0,0,82.0,0,0,0,0,0,0.0,0.0,4.0,1.0,1.0,1.0,0.0005638748407363892,115
00183.c,8.0,3.25,174.0,41.0,0.0,60.0,21.0,21.0,26.0,5.0,0.0,11.0,2.0,3.0,6.692,8.2,0.0,5.455,10.5,7.0,42.0,10.0,16.0,20.0,5.0,0,7.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,0.000597100704908371,106
00184.c,1.0,7.0,7.0,0.0,0.0,4.0,0.0,3.0,7.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005986988544464111,118
00185.c,9.0,4.444,298.0,42.0,0.0,149.0,22.0,43.0,40.0,4.0,0.0,21.0,2.0,7.0,7.45,10.5,0.0,7.095,11.0,6.143,64.0,0.0,0,28.0,0,0,0,0,0,0.0,0.0,2.0,1.0,1.0,1.0,0.000612698495388031,119
00186.c,5.0,4.0,270.0,41.0,0.0,126.0,21.0,41.0,20.0,2.0,0.0,11.0,1.0,3.0,13.5,20.5,0.0,11.455,21.0,13.667,62.0,0.0,0,13.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0005905963480472565,21
00187.c,16.0,5.562,488.0,54.0,0.0,206.0,54.0,141.0,89.0,6.0,0.0,41.0,6.0,27.0,5.483,9.0,0.0,5.024,9.0,5.222,84.0,3.0,32.333,46.0,1.667,0,6.333000000000001,3.333,4.0,0.0,0.0,3.0,1.0,1.0,1.0,0.0007118955254554749,1
00188.c,1.0,9.0,9.0,0.0,0.0,2.0,0.0,7.0,9.0,0.0,0.0,2.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005492605268955231,99
00189.c,2.0,6.5,13.0,0.0,0.0,8.0,0.0,5.0,13.0,0.0,0.0,8.0,0.0,5.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000599399209022522,119
00190.c,2.0,3.0,6.0,0.0,0.0,2.0,0.0,4.0,6.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005871877074241638,114
00191.c,5.0,3.6,31.0,5.0,0.0,16.0,3.0,2.0,18.0,2.0,0.0,10.0,1.0,2.0,1.722,2.5,0.0,1.6,3.0,1.0,5.0,3.0,13.0,10.0,2.0,0,5.0,3.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0005865208804607391,119
00192.c,5.0,3.2,96.0,20.0,0.0,44.0,10.0,11.0,16.0,2.0,0.0,8.0,1.0,2.0,6.0,10.0,0.0,5.5,10.0,5.5,21.0,0.0,0,9.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006261952221393585,97
00193.c,7.0,2.7145714285714284,29.0,0.0,0.0,11.0,3.0,11.0,19.0,0.0,0.0,5.0,1.0,9.0,2.769,0.0,0.0,4.0,3.0,2.4,4.0,3.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000542759895324707,119
00194.c,4.0,4.0,16.0,2.0,0.0,8.0,1.0,3.0,16.0,2.0,0.0,8.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006234385073184967,115
00195.c,1.0,26.0,26.0,0.0,0.0,20.0,0.0,6.0,26.0,0.0,0.0,20.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005895793437957764,107
00196.c,19.0,4.368368421052632,89.0,14.0,0.0,2.0,8.0,61.0,83.0,20.0,0.0,2.0,8.0,45.0,12.823,0.7,0.0,1.0,1.0,12.902,12.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006460659205913544,110
00197.c,2.0,11.5,41.0,4.0,0.0,20.0,0.0,17.0,23.0,1.0,0.0,11.0,0.0,11.0,5.0,4.0,0.0,5.0,0.0,5.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.000624094158411026,115
00198.c,1.0,13.0,13.0,0.0,0.0,3.0,0.0,10.0,13.0,0.0,0.0,3.0,0.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005956739187240601,115
00199.c,7.0,4.142857142857143,29.0,0.0,0.0,11.0,0.0,15.0,29.0,0.0,0.0,11.0,0.0,15.0,4.0,0.0,0.0,3.0,0.0,4.0,3.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005533844232559204,119
00200.c,185.0,1.9026486486486487,3268.0,514.0,0.0,1930.0,256.0,388.0,352.0,6.0,0.0,28.0,2.0,135.0,106.143,129.0,0.0,107.667,128.0,86.333,436.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006574280560016632,119
adpcm-test.c,134.0,10.63418656716418,7442812.0,686215.0,636474.0,3726577.0,460970.0,1391863.0,1425.0,173.0,23.0,909.0,37.0,205.0,97120.13999999998,66695.80399999999,55655.176,86010.287,178634.0,102474.90699999999,959020.0,42663.0,2.58781614044957,417.0,0.6243817828094601,0,1.7100532076975365,0.5087312190891404,0.5775965122002672,0.0,0.0,18.0,1.0,1.0,1.0,0.002127770334482193,103
bs.c,11.0,5.363636363636363,139.0,24.0,0.0,80.0,12.0,11.0,59.0,8.0,0.0,36.0,3.0,6.0,3.404,3.0,0.0,2.222,4.0,3.25,12.0,12.0,18.0,45.0,8.0,0,26.0,8.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.000585705041885376,110
crc.c,31.0,8.741999999999999,61867.0,14499.0,0.0,21787.0,4781.0,13634.0,271.0,46.0,0.0,121.0,9.0,76.0,1101.6,1417.2759999999998,0.0,888.3140000000001,2237.286,914.87,9897.0,2050.0,16.00829268292683,126.0,7.001463414634146,0,9.009756097560976,5.998536585365854,7.009268292682926,0.0,0.0,3.0,1.0,1.0,1.0,0.0005862973630428314,101
fft1.c,58.0,8.017413793103447,2204.0,72.0,390.0,1134.0,121.0,358.0,465.0,40.0,34.0,282.0,16.0,57.0,68.366,30.333,79.955,66.606,74.394,72.7,201.0,49.0,3.438775510204082,303.0,0.6122448979591837,0.22448979591836735,3.0816326530612246,0.5102040816326531,0.5102040816326531,0.0,3.0,8.0,1.364,1.375,3.0,0.0005914792418479919,98
fft1k.c,34.0,8.764882352941175,1107017.0,34088.0,146433.0,658282.0,39444.0,182149.0,298.0,13.0,28.0,178.0,8.0,51.0,20619.952999999998,9860.833,26222.765,20660.001,22876.667,20892.96,72497.0,13568.0,0,199.0,0,0,0,0,0,0.0,2.0,5.0,1.429,1.4,3.0,0.0006715916097164154,115
fibcall.c,5.0,7.4,489.0,88.0,0.0,337.0,30.0,4.0,37.0,3.0,0.0,27.0,1.0,4.0,16.581,29.333,0.0,14.917,30.0,2.0,60.0,0.0,0,16.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006579719483852386,115
fir.c,49.0,8.00004081632653,25244.0,1492.0,1898.0,14618.0,1400.0,4087.0,392.0,16.0,42.0,223.0,13.0,69.0,541.386,626.833,481.674,505.535,841.667,591.316,3035.0,114.0,27.941245614035086,196.0,0.2745789473684211,4.076298245614035,7.754385964912281,2.0,4.725421052631579,0.0,0.0,8.0,1.0,1.0,1.0,0.0006217882037162781,115
insertsort.c,7.0,11.0,1799.0,262.0,0.0,1120.0,64.0,289.0,77.0,7.0,0.0,57.0,2.0,7.0,23.364,37.429,0.0,19.649,32.0,41.286,128.0,0.0,0,45.0,0,0,0,0,0,0.0,1.0,1.0,1.5,2.0,2.0,0.0005096606910228729,106
jfdctint.c,14.0,35.78557142857143,4752.0,1299.0,0.0,3140.0,83.0,67.0,501.0,127.0,0.0,358.0,3.0,4.0,45.303,72.21600000000001,0.0,38.426,74.0,23.0,246.0,0.0,0,462.0,0,0,0,0,0,0.0,0.0,3.0,1.0,1.0,1.0,0.0005710683763027191,107
lms.c,58.0,8.017293103448276,472347.0,38584.0,26796.0,258646.0,25828.0,83976.0,465.0,21.0,51.0,260.0,15.0,83.0,7383.773,7541.404,5817.173000000001,6838.87,10494.667,9346.79,64142.0,203.0,12.0,232.0,0,6.0,16.0,2.0,5.0,0.0,0.0,10.0,1.0,1.0,1.0,0.0006598010659217834,110
ludcmp.c,60.0,6.699683333333332,5442.0,640.0,74.0,3132.0,290.0,885.0,402.0,35.0,8.0,244.0,17.0,58.0,34.412,44.375,31.4,32.018,48.717999999999996,37.283,536.0,175.0,39.667,313.0,8.333,1.0,48.333,12.0,13.667,0.0,6.0,4.0,1.818,2.25,3.0,0.0005811937153339386,118
matmul.c,27.0,3.77762962962963,5289.0,657.0,0.0,3163.0,222.0,803.0,102.0,12.0,0.0,54.0,5.0,11.0,53.87,54.75,0.0,58.574,44.4,90.0,666.0,0.0,0,84.0,0,0,0,0,0,0.0,3.0,2.0,1.8,2.5,3.0,0.0005272440612316132,119
minver.c,98.0,6.122551020408163,3617.0,374.0,36.0,2172.0,219.0,490.0,600.0,51.0,9.0,376.0,31.0,70.0,21.803,23.258,4.5,21.156,22.895,31.395,348.0,197.0,55.76903553299493,480.0,8.160553299492387,1.3382182741116753,54.49238578680203,13.218274111675127,11.6751269035533,0.0,8.0,6.0,1.824,2.333,3.0,0.0006221048533916473,119
qsort-exam.c,38.0,8.13128947368421,2010.0,272.0,96.0,1279.0,154.0,43.0,309.0,40.0,6.0,212.0,12.0,15.0,7.541,6.8,16.0,6.033,12.833,4.154,185.0,135.0,134.0,288.0,40.0,6.0,196.0,34.0,12.0,0.0,3.0,1.0,2.333,3.0,3.0,0.000520952045917511,110
qurt.c,26.0,6.7691923076923075,1072.0,122.0,82.0,540.0,106.0,92.0,176.0,3.0,20.0,109.0,8.0,22.0,17.031,40.667,11.513,14.631,27.167,14.333,188.0,48.0,16.125,41.0,2.6875,3.5833333333333335,18.8125,7.166666666666667,4.479166666666667,0.0,0.0,1.0,1.0,1.0,1.0,0.0005342140793800354,107
simple.c,17.0,4.059,81126.0,14704.0,0.0,41313.0,5904.0,7401.0,69.0,10.0,0.0,37.0,4.0,6.0,1175.739,1470.4,0.0,1116.568,1476.0,1233.5,17708.0,0.0,0,55.0,0,0,0,0,0,0.0,0.0,4.0,1.0,1.0,1.0,0.0006947405636310577,115
sqrt.c,18.0,5.111333333333333,793.0,58.0,78.0,363.0,59.0,176.0,92.0,3.0,7.0,51.0,5.0,16.0,12.377,19.333,13.0,10.676,14.75,16.727,118.0,0.0,0,45.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0005620196461677551,115
train10.c,7.0,6.999714285714286,136.0,19.0,0.0,93.0,10.0,4.0,49.0,4.0,0.0,36.0,2.0,4.0,4.486000000000001,4.75,0.0,4.279999999999999,5.0,2.0,20.0,0.0,0,12.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006329342722892761,119
train11.c,9.0,5.0,39.0,5.0,0.0,26.0,3.0,2.0,45.0,5.0,0.0,29.0,3.0,3.0,0.867,1.0,0.0,0.897,1.0,0.667,6.0,0.0,0,19.0,0,0,0,0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006218627095222473,115
train12.c,20.0,4.4504,424.0,119.0,0.0,203.0,60.0,4.0,89.0,13.0,0.0,53.0,7.0,5.0,8.908000000000001,15.025,0.0,7.1000000000000005,15.083,1.75,66.0,32.0,16.0,22.0,6.0,0,10.0,6.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006389468908309937,119
train13.c,8.0,5.375,87.0,23.0,0.0,45.0,7.0,2.0,43.0,9.0,0.0,25.0,2.0,2.0,2.023,2.556,0.0,1.8,3.5,1.0,10.0,7.0,16.0,29.0,9.0,0,14.0,6.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006017908453941345,103
train14.c,19.0,4.895,782.0,132.0,0.0,360.0,73.0,115.0,93.0,12.0,0.0,49.0,6.0,14.0,8.409,11.0,0.0,7.347,12.167,8.214,150.0,25.0,28.0,75.0,6.0,0,18.0,8.0,5.5,0.0,0.0,2.0,1.0,1.0,1.0,0.0006284937262535095,119
train15.c,4.0,7.5,33.0,6.0,0.0,21.0,2.0,2.0,30.0,5.0,0.0,20.0,1.0,2.0,1.1,1.2,0.0,1.05,2.0,1.0,2.0,2.0,12.0,10.0,3.0,0,5.0,2.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0006058067083358765,115
train16.c,13.0,5.846,54.0,7.0,0.0,39.0,3.0,2.0,76.0,10.0,0.0,52.0,4.0,2.0,0.711,0.7,0.0,0.75,0.75,1.0,6.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006131082773208618,115
train17.c,16.0,3.875,38.0,11.0,0.0,16.0,6.0,2.0,62.0,17.0,0.0,28.0,6.0,2.0,0.613,0.647,0.0,0.571,1.0,1.0,9.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0006020590662956238,111
train18.c,4.0,6.5,49.0,11.0,0.0,28.0,4.0,2.0,26.0,4.0,0.0,17.0,1.0,2.0,1.885,2.75,0.0,1.647,4.0,1.0,4.0,4.0,12.0,10.0,3.0,0,5.0,2.0,0,0.0,0.0,1.0,1.0,1.0,1.0,0.0005874112248420715,111
train19.c,1.0,9.0,9.0,1.0,0.0,6.0,0.0,2.0,9.0,1.0,0.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0005485936999320984,97
