simple.c,81126,5904,0,0,7300,0,1500,0,0,0,0,0,0,0,0,0,5904,0,0,0,0,0,0,0,4,25104,10305,5900,0,0,0,7401,17708,0
test1.c,268,17,0,0,10,21,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,6,84,24,25,0,0,0,37,39,5
test2.c,62,3,0,0,2,2,3,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,8,14,11,0,0,0,0,11,6,0
test3.c,51021,4501,0,0,3001,1499,3000,0,0,0,0,0,0,0,0,0,4501,0,0,0,0,0,0,0,3007,16503,7507,0,0,0,0,3001,9002,0
test4.c,159812740,9988296,0,0,9988295,0,9988295,0,0,0,0,0,0,0,0,0,9988296,0,9988295,0,0,1,0,0,5,59929773,19976595,0,0,0,0,9988298,29964887,0
test5.c,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,8,6,0,0,0,0,1,3,2
